2005,$2950,124242,2005 Honda civic,https://miami.craigslist.org/mdc/cto/d/hialeah-ford-sport-trac/6958809756.html,excellent,rwd,gas,124242,white,full-size,clean,automatic,sedan,4 cylinders
2007,$4500,,2007 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic/6958777859.html,excellent,,gas,,,,clean,automatic,,4 cylinders
2011,$4800,125000,2011 honda civic,https://miami.craigslist.org/brw/cto/d/hollywood-2011-honda-civic-sedan-clean/6958756277.html,,,gas,125000,,,clean,automatic,,
2017,$1500,,2017 HONDA CIVIC,https://miami.craigslist.org/mdc/cto/d/miami-2017-honda-civic/6958689130.html,,,gas,,,,clean,automatic,,
2006,$4500,75000,2006 HONDA CIVIC,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-lx-2006-like-new-low/6958573182.html,like new,,gas,75000,,,rebuilt,automatic,,4 cylinders
2007,$4300,75000,2007 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-ex-2007-like-new/6958570938.html,like new,,gas,75000,blue,,rebuilt,automatic,,4 cylinders
2008,$3000,,2008 honda civic hybrid,https://miami.craigslist.org/mdc/cto/d/hollywood-2008-honda-civic-hybrid-save/6958547514.html,excellent,,gas,,,,clean,automatic,,4 cylinders
2010,$6200,,2010 Honda Civic,https://miami.craigslist.org/brw/cto/d/hollywood-2010-honda-civic/6958536686.html,,,gas,,,,clean,automatic,,
1997,$3500,116550,1997 Honda civic dx,https://miami.craigslist.org/brw/cto/d/1997-honda-civic-turbo-with-ac-ej6/6958498920.html,like new,,gas,116550,silver,,clean,manual,,4 cylinders
2012,$3900,137000,2012 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2008-honda-civic/6958496716.html,like new,fwd,gas,137000,red,,clean,automatic,sedan,4 cylinders
2010,$4200,,2010 honda civic,https://miami.craigslist.org/mdc/cto/d/pompano-beach-2010-honda-civic/6958452210.html,,,gas,,,,clean,automatic,,
1991,$1299,145000,1991 Civic dx Sedean,https://miami.craigslist.org/mdc/cto/d/miami-1991-honda-civic/6958366047.html,fair,,gas,145000,blue,compact,clean,automatic,sedan,
2012,$6500,,2012 2012 Honda Civic EX,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-ex/6958211582.html,like new,,gas,,,,clean,automatic,,
2013,$1,,2013 honda civic lx,https://miami.craigslist.org/mdc/cto/d/miami-compro-carros-pago-cash/6958202143.html,,,gas,,,,salvage,automatic,,
2000,$900,,2000 Honda Civic,https://miami.craigslist.org/pbc/cto/d/west-palm-beach-honda-civic-runs-and/6958172546.html,good,,gas,,,,clean,automatic,,4 cylinders
2006,$3400,137200,2006 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2006-honda-civic-coupe-by-owner/6958089213.html,excellent,fwd,gas,137200,blue,mid-size,clean,automatic,coupe,4 cylinders
2008,$4300,119250,2008 Honda civic,https://miami.craigslist.org/mdc/cto/d/fort-lauderdale-2008-honda-civic/6957975696.html,excellent,fwd,gas,119250,white,mid-size,clean,automatic,sedan,4 cylinders
2011,$7299,80000,2011 Honda Civic EX,https://miami.craigslist.org/brw/cto/d/margate-2011-honda-civic-ex/6957879790.html,like new,fwd,gas,80000,white,full-size,clean,automatic,sedan,4 cylinders
2004,$1,,2004 honda civic,https://miami.craigslist.org/pbc/cto/d/boca-raton-honda-civic-lx-4dr-2004-low/6957804909.html,like new,,gas,,,,clean,automatic,,4 cylinders
2001,$2000,1425000,2001 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-silver-142k-mi/6957652093.html,fair,fwd,gas,1425000,silver,compact,clean,manual,sedan,4 cylinders
2005,$3500,118000,2005 honda civic lx,https://miami.craigslist.org/brw/cto/d/coral-springs-honda-civic-2005/6957611619.html,good,,gas,118000,white,,clean,automatic,,4 cylinders
2004,$2200,141101,2004 Honda Civic DX,https://miami.craigslist.org/pbc/cto/d/lake-worth-selling-04-honda-civic-dx-17/6957567450.html,good,fwd,gas,141101,blue,mid-size,clean,automatic,sedan,4 cylinders
2005,$2700,126000,2005 honda civic lx,https://miami.craigslist.org/mdc/cto/d/hollywood-honda-civic-2005/6957527045.html,,,gas,126000,,,clean,automatic,,
2009,$3999,,2009 Honda Civic,https://miami.craigslist.org/mdc/cto/d/hialeah-honda-civic-2009/6957469510.html,like new,fwd,gas,,grey,,clean,automatic,,4 cylinders
1999,$2295,130000,1999 1999 honda civic ex,https://miami.craigslist.org/brw/cto/d/fort-lauderdale-honda-civic-es/6957320875.html,fair,fwd,gas,130000,silver,compact,clean,automatic,sedan,4 cylinders
2010,$6499,82500,2010 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic/6957265014.html,excellent,fwd,gas,82500,red,,clean,automatic,sedan,4 cylinders
2003,$3500,65,2003 honda civic,https://miami.craigslist.org/brw/cto/d/hallandale-honda-civic-4dr-65k-miles/6957248626.html,excellent,fwd,gas,65,silver,mid-size,clean,automatic,sedan,4 cylinders
2004,$1,,2004 honda civic,https://miami.craigslist.org/pbc/cto/d/boca-raton-honda-civic-lx-4dr-2004-low/6957246150.html,like new,,gas,,,,clean,automatic,,4 cylinders
2010,$3700,90000,2010 Honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2010-honda-civic-miles/6957132060.html,excellent,,gas,90000,,,rebuilt,automatic,,4 cylinders
2005,$1900,140000,2005 honda civic ex,https://miami.craigslist.org/mdc/cto/d/hialeah-honda-civic-ex-clean-title/6957057408.html,,,gas,140000,,,clean,automatic,,4 cylinders
2010,$4800,118000,2010 Honda Civic LX,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-lx-2010/6956855729.html,good,,gas,118000,,,rebuilt,automatic,sedan,4 cylinders
2014,$7000,75000,2014 honda civic,https://miami.craigslist.org/brw/cto/d/fort-lauderdale-honda-civic/6956645572.html,,,gas,75000,,,rebuilt,automatic,,
2001,$2400,103000,2001 Honda Civic ex,https://miami.craigslist.org/brw/cto/d/coral-springs-2001-honda-civic-ex-4/6956578648.html,,,gas,103000,,,clean,automatic,,
2008,$5500,82000,2008 honda civic,https://miami.craigslist.org/brw/cto/d/pompano-beach-2008-honda-civic/6956455211.html,good,fwd,gas,82000,white,mid-size,clean,automatic,sedan,4 cylinders
1996,$1000,,1996 honda civic,https://miami.craigslist.org/mdc/cto/d/hialeah-1996-honda-civic/6956396052.html,fair,fwd,gas,,red,compact,clean,manual,coupe,4 cylinders
2012,$5950,109,2012 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2012-honda-civic/6956374052.html,like new,fwd,gas,109,blue,mid-size,clean,automatic,sedan,4 cylinders
2004,$1,,2004 honda civic,https://miami.craigslist.org/pbc/cto/d/boca-raton-honda-civic-lx-4dr-2004-low/6956365603.html,like new,,gas,,,,clean,automatic,,4 cylinders
2000,$900,,2000 Honda Civic,https://miami.craigslist.org/pbc/cto/d/west-palm-beach-honda-civic-runs-and/6956322607.html,good,,gas,,,,clean,automatic,,4 cylinders
2012,$6300,120000,2012 Honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2012-honda-civic/6956297811.html,,,gas,120000,,,clean,automatic,,
2009,$3900,130000,2009 Honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2009-honda-civic/6956292393.html,,,gas,130000,,,clean,automatic,coupe,4 cylinders
2012,$5500,82000,2012 Honda civic,https://miami.craigslist.org/mdc/cto/d/hialeah-2012-honda-civic/6956291239.html,,,gas,82000,,,rebuilt,automatic,,4 cylinders
2007,$2000,147000,2007 Honda Civic,https://miami.craigslist.org/mdc/cto/d/miami-2007-honda-civic-coupe/6956207646.html,good,fwd,gas,147000,silver,full-size,clean,manual,coupe,4 cylinders
2008,$3800,123000,2008 HONDA CIVIC,https://miami.craigslist.org/brw/cto/d/fort-lauderdale-2008-honda-civic-4dr/6955906477.html,good,,gas,123000,blue,,clean,automatic,sedan,4 cylinders
2004,$1,,2004 honda civic,https://miami.craigslist.org/pbc/cto/d/boca-raton-honda-civic-lx-4dr-2004-low/6955845926.html,like new,,gas,,,,clean,automatic,,4 cylinders
2018,$9800,25000,2018 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2018-honda-civic/6955665657.html,like new,,gas,25000,blue,,rebuilt,automatic,sedan,4 cylinders
2012,$5600,139000,2012 honda civic si,https://miami.craigslist.org/mdc/cto/d/miami-2012-honda-civic-si/6955652834.html,good,fwd,gas,139000,,,clean,manual,,
1993,$1000,,1993 honda civic,https://miami.craigslist.org/brw/cto/d/pompano-beach-1993-honda-civic-eg-auto/6955515196.html,fair,,gas,,grey,compact,rebuilt,automatic,coupe,4 cylinders
1996,$1200,,1996 honda civic,https://miami.craigslist.org/brw/cto/d/hollywood-1996-honda-civic-ex/6955408852.html,,,gas,,,,clean,manual,,
2013,$6900,70563,2013 Honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-2013/6955404951.html,good,,gas,70563,,,clean,automatic,,4 cylinders
2008,$4900,,2008 honda civic lx,https://miami.craigslist.org/brw/cto/d/fort-lauderdale-honda-civic-sedan/6955275203.html,good,,gas,,,,clean,automatic,,4 cylinders
2000,$1600,98000,2000 honda civic,https://miami.craigslist.org/brw/cto/d/boca-raton-2000-honda-civic-sedan/6955210900.html,excellent,,gas,98000,,,clean,automatic,sedan,4 cylinders
1999,$1500,,1999 Honda Civic,https://miami.craigslist.org/pbc/cto/d/west-palm-beach-1999-honda-civic-5-speed/6955082748.html,,,gas,,,,clean,automatic,,
2011,$4300,119103,2011 honda civic lx,https://miami.craigslist.org/brw/cto/d/pompano-beach-2011-honda-civic/6955018684.html,good,,gas,119103,silver,compact,clean,automatic,sedan,
2004,$3500,,2004 Honda civic,https://miami.craigslist.org/pbc/cto/d/west-palm-beach-2004-honda-civic-97k/6954867124.html,,,gas,,,,clean,automatic,,
2015,$8550,40,2015 HONDA CIVIC EXL,https://miami.craigslist.org/mdc/cto/d/hialeah-2015-honda-civic-exl/6954838689.html,like new,fwd,gas,40,grey,full-size,rebuilt,automatic,sedan,4 cylinders
2013,$2499,61000,2013 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-lx-2013/6954797927.html,like new,fwd,gas,61000,black,full-size,rebuilt,automatic,sedan,4 cylinders
2010,$4500,120000,2010 honda civic,https://miami.craigslist.org/mdc/cto/d/hallandale-honda-civic-2010/6954607816.html,good,,gas,120000,silver,,clean,automatic,coupe,
2006,$3000,133000,2006 Honda Civic ex,https://miami.craigslist.org/brw/cto/d/tyro-2006-honda-civic-ex-nice-first-car/6954235696.html,good,,gas,133000,black,,clean,automatic,coupe,4 cylinders
2008,$3900,136000,2008 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2008-honda-civic/6954226921.html,like new,fwd,gas,136000,red,,clean,automatic,sedan,4 cylinders
2006,$2800,,2006 honda civic dx,https://miami.craigslist.org/mdc/cto/d/miami-2006-honda-civic-dx-sedan/6954040862.html,good,fwd,gas,,black,mid-size,clean,manual,,4 cylinders
2009,$4500,104800,2009 honda civic,https://miami.craigslist.org/mdc/cto/d/hialeah-honda-civic/6954031557.html,excellent,,gas,104800,,,clean,automatic,,4 cylinders
2004,$1900,145000,2004 honda civic ex coupe,https://miami.craigslist.org/pbc/cto/d/boca-raton-2004-honda-civic-ex/6953980291.html,good,,gas,145000,grey,,rebuilt,automatic,coupe,4 cylinders
2008,$1,,2008 honda civic si,https://miami.craigslist.org/mdc/cto/d/miami-2008-honda-civic-si-for-parts/6953970534.html,good,fwd,gas,,,,clean,manual,,4 cylinders
2007,$9999,48000,2007 Honda Civic EX Hybrid,https://miami.craigslist.org/brw/cto/d/fort-lauderdale-honda-civic-hybrid-sedan/6953966508.html,excellent,fwd,hybrid,48000,blue,compact,clean,automatic,sedan,4 cylinders
2004,$1500,,2004 Honda Civic,https://miami.craigslist.org/brw/cto/d/boca-raton-2004-honda-civic/6953924750.html,good,fwd,gas,,green,,clean,automatic,sedan,4 cylinders
2008,$4000,137000,2008 Honda Civic,https://miami.craigslist.org/mdc/cto/d/miami-2008-honda-civic/6953896717.html,good,,gas,137000,red,,clean,automatic,sedan,
1996,$1000,125000,1996 honda civic lx,https://miami.craigslist.org/brw/cto/d/pompano-beach-96-honda-civic/6953815775.html,good,fwd,gas,125000,custom,sub-compact,clean,manual,coupe,4 cylinders
2007,$4300,75000,2007 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-ex-2007-like-new/6953698360.html,like new,,gas,75000,blue,,rebuilt,automatic,,4 cylinders
2008,$8000,,2008 honda civic,https://miami.craigslist.org/pbc/cto/d/lake-worth-2008-honda-civic/6953697632.html,,,gas,,,,clean,automatic,,
2006,$4700,75000,2006 HONDA CIVIC,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-lx-2006-like-new-low/6953692379.html,like new,,gas,75000,,,rebuilt,automatic,,4 cylinders
1993,$2500,125000,1993 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-1993-honda-civic-hatchback/6953623656.html,fair,fwd,gas,125000,orange,compact,rebuilt,manual,hatchback,4 cylinders
2003,$3500,65,2003 honda civic,https://miami.craigslist.org/brw/cto/d/hallandale-honda-civic-4dr-65k-miles/6953598576.html,excellent,fwd,gas,65,silver,mid-size,clean,automatic,sedan,4 cylinders
2012,$5600,87630,2012 Honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic-lx-2012/6953573656.html,excellent,fwd,gas,87630,silver,,rebuilt,automatic,sedan,4 cylinders
2000,$850,,2000 honda civic,https://miami.craigslist.org/mdc/cto/d/homestead-honda-civic-ex/6953376798.html,,,diesel,,,,clean,automatic,,
2011,$3800,,2011 2011 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-2011-honda-civic-coupe/6953174802.html,,,gas,,,,clean,automatic,,
2008,$5500,82000,2008 honda civic,https://miami.craigslist.org/brw/cto/d/pompano-beach-2008-honda-civic/6953060381.html,good,fwd,gas,82000,white,mid-size,clean,automatic,sedan,4 cylinders
2008,$3600,11500,2008 Honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-civic/6952570301.html,good,4wd,gas,11500,grey,compact,clean,automatic,sedan,4 cylinders
1975,$9995,88457,1975 Honda Civic CVCC,https://miami.craigslist.org/mdc/cto/d/miami-1975-honda-civic-cvcc-jdm-4-door/6952396301.html,good,fwd,gas,88457,orange,sub-compact,clean,manual,sedan,4 cylinders
2008,$5500,126000,2008 honda civic lx,https://miami.craigslist.org/mdc/cto/d/hialeah-honda-civic-2008/6952278250.html,good,fwd,gas,126000,blue,mid-size,rebuilt,automatic,sedan,4 cylinders
1998,$1350,,1998 honda civic ex,https://miami.craigslist.org/brw/cto/d/hollywood-honda-civic/6951748396.html,,,gas,,,,clean,automatic,,
2010,$6275,,2010 honda civic,https://miami.craigslist.org/mdc/cto/d/miami-honda-cvic/6951691592.html,good,fwd,gas,,white,compact,clean,automatic,sedan,4 cylinders
2008,$3600,,2008 HONDA CIVIC,https://miami.craigslist.org/brw/cto/d/hollywood-honda-civic-2008-great/6951681383.html,,,gas,,,,clean,manual,,
2009,$3600,,2009 honda civic coupe,https://miami.craigslist.org/brw/cto/d/hollywood-honda-civic-2008-private/6951665375.html,,,gas,,,,clean,automatic,,
